Student_id,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,Output
18,15.78815426,6.511150412,1.873780309,0.711378426,0.354437912,5.358607926,2.297050941,0.967119838,0.694568809,0.502218853,3.927826471,1.762994706,0.950413279,0.537644368,0.250732324,0.067516691,0.091075779,0.052092412,0.067297324,0.051013,12.59937881,6.694306838,2.214735338,0.809290691,0.304292765,2
18,41.40782699,12.14594024,3.858377208,1.305533972,0.482066694,3.933558861,2.229381931,0.764813736,0.63584575,0.510154347,3.555698583,1.697801486,1.132042653,0.558167153,0.255907028,0.103648333,0.06286125,0.061290736,0.077729181,0.066047153,17.10279911,4.911194361,2.047968875,0.81844725,0.374242083,1
19,31.597158,5.131034358,1.889136617,1.012101654,0.636292543,10.90144236,3.018375753,1.265860519,1.041578531,0.805504988,16.69096902,6.553822704,2.891440926,1.882235679,0.989897753,0.074501951,0.083381037,0.034348235,0.036571531,0.03633363,20.65377796,4.666705667,2.209041432,1.032351012,0.624236,3
19,23.45168013,4.003099,2.927311139,1.068064806,0.699016042,9.256419194,2.981936347,1.957410056,1.117921653,0.969080347,21.97052481,10.99635717,3.450271694,1.693944778,0.710243042,0.024790792,0.035295486,0.035360903,0.027847028,0.023682542,37.38198557,7.8808845,4.829586153,1.262594736,0.776845319,2
19,9.385835213,3.790656725,2.619833475,1.338476725,0.763047688,11.27022275,3.406681563,2.257453363,1.3480792,1.464095663,14.86227598,5.207631625,2.281970038,1.120827,0.623731163,0.040061175,0.0262414,0.0283635,0.019258413,0.023463025,10.33369839,4.13320935,2.491832525,1.177338675,0.762257138,1
20,3.579136899,3.438633449,2.386306797,1.830627681,0.873729696,2.827783841,2.778551072,3.039968913,3.766733493,2.098442986,22.71093839,7.625231159,4.647014159,2.552880391,0.801164087,0,0,0,0,0,3.502263855,3.437125232,2.705882884,1.679090783,0.643405072,3
20,5.878330618,3.827834721,2.672280676,1.677998897,0.918123485,4.226398221,2.508275912,2.936031265,3.714459824,2.168653029,5.279150368,2.760100191,2.055404794,1.123551691,0.652252824,0.010953853,0.019934368,0.0185875,0.012704015,0.020138471,6.217168588,4.172975676,2.789441779,1.45917775,0.738710221,2
20,3.686794088,3.680086779,1.868745059,1.250917088,0.607206779,2.691991647,2.675075882,2.931182088,2.738879544,1.942677985,17.13199984,4.931715118,3.135948029,1.395240603,0.505623103,0.000281618,6.95E-05,1.45E-05,8.90E-06,3.34E-05,4.143620574,3.953461515,2.020994294,1.225494853,0.46126375,1
21,26.82255145,4.198529408,1.188629521,0.607362732,0.280591254,10.09853489,3.275880493,1.472777873,0.887632789,0.723143451,2.67664693,1.225445662,1.290053113,0.646794239,0.386188042,0.147129183,0.170383028,0.145366451,0.100109831,0.116890535,21.591441,3.740700761,1.02639031,0.603216887,0.304174958,3
21,11.30916399,2.489800244,1.386712526,0.829436936,0.422736628,1.276815782,1.020523885,0.826061282,0.624966885,0.594258615,4.252382756,1.580062436,0.970836769,0.646908833,0.381831577,0.039220564,0.026992949,0.034004962,0.050312821,0.03357791,5.333270872,2.388282821,1.596016667,0.912364936,0.459838474,2
21,16.99016693,3.307908814,2.337837771,0.9253031,0.431154429,2.523939071,1.099838643,1.1733847,0.755499057,0.576145343,3.6587662,1.549104457,1.433763571,0.706726343,0.358659129,0.043258743,0.067949543,0.116015114,0.068852814,0.049506371,10.29035881,3.146826914,1.938334443,1.022701671,0.4634394,1
22,8.286651714,4.164777196,1.778657036,0.873946875,0.514631839,2.478671768,1.800409,1.499469893,0.675195,0.765611732,4.356913357,2.292388339,1.188158071,0.606018679,0.424904018,0.06036275,0.121010179,0.076467589,0.05570575,0.036608304,7.384200339,3.800091125,1.843783071,0.944554321,0.517529946,3
22,11.30916399,2.489800244,1.386712526,0.829436936,0.422736628,1.276815782,1.020523885,0.826061282,0.624966885,0.594258615,4.252382756,1.580062436,0.970836769,0.646908833,0.381831577,0.039220564,0.026992949,0.034004962,0.050312821,0.03357791,5.333270872,2.388282821,1.596016667,0.912364936,0.459838474,2
22,16.99016693,3.307908814,2.337837771,0.9253031,0.431154429,2.523939071,1.099838643,1.1733847,0.755499057,0.576145343,3.6587662,1.549104457,1.433763571,0.706726343,0.358659129,0.043258743,0.067949543,0.116015114,0.068852814,0.049506371,10.29035881,3.146826914,1.938334443,1.022701671,0.4634394,1
23,15.03192278,6.351092235,7.080510543,5.916691753,8.723848383,8.320851074,5.789727852,8.314118716,6.27265016,9.416109395,11.64483096,7.118461815,6.943673765,6.324879272,8.741489173,0.093985383,0.097709037,0.082815963,0.055110938,0.099181778,14.3837734,6.369192765,7.167944543,6.144251963,8.829747432,3
23,8.523491014,4.578357232,3.121959464,4.84408729,7.121517174,26.20309225,10.41098996,6.422290159,7.177575493,8.183773986,8.821490043,5.83824071,3.063971014,4.483378812,7.024949116,0.040913464,0.039271159,0.01982658,0.019297986,0.017502014,7.792041217,4.421819884,3.577125638,4.849070174,7.185595203,2
23,15.68275889,4.445346937,4.393652429,4.541888063,4.817132063,22.23397833,7.721107619,8.672487667,6.95394854,6.858999921,5.396258714,3.654901698,3.994659444,4.677786921,5.077513825,0.010222063,0.026370619,0.010936667,0.006316556,0.015272397,13.30378405,4.752865889,4.169520302,4.758855651,4.924787683,1
24,90.3626375,10.58091942,4.117908381,3.783132321,3.333456333,9.242349167,3.356265226,2.317969702,2.18956006,1.443104226,8.900310488,3.704375857,1.96190069,1.378160893,0.737162595,0.089528595,0.033993024,0.039750869,0.030710738,0.033318821,23.64502745,4.879465155,3.63325425,3.606083917,3.597328333,3
24,44.27709269,7.238902556,3.19045625,2.055479667,1.044038722,7.195073875,3.750629319,2.787185583,2.278809028,1.504288153,4.385136486,2.098445486,2.252967319,1.479529708,0.858781125,0.012498319,0.004572458,0.002618958,0.002590875,0.002569472,31.45399468,6.797968667,3.574889264,2.365424444,1.360501167,2
24,26.89209593,10.30661284,4.117480712,2.801483247,1.244452973,163.5537282,55.61151195,22.64925941,11.96393479,4.421037945,8.339117438,6.404590603,2.867153986,1.62833789,1.101445329,0.019267493,0.037161699,0.043253329,0.015646068,0.012853658,18.29973958,9.595706753,4.14476537,2.951380973,1.343187329,1
25,71.77045708,14.05547382,4.767257629,1.853722016,0.782221065,22.94211594,4.530067887,2.815976435,1.763767129,1.052558548,18.33329431,4.702292016,2.950322532,1.194638871,0.554225774,0.138120806,0.167277742,0.073173565,0.071461661,0.047121258,61.46503126,12.05204194,4.439310419,1.621857823,0.632891516,3
25,47.99587,15.36168718,9.071592733,3.070515567,1.277844167,28.65434122,12.08499533,8.525528967,2.977838033,1.711211067,21.3828316,8.935278433,6.8423522,2.367194567,1.089913117,0.169480333,0.28024825,0.221801017,0.1523118,0.126574417,54.66065892,14.61524642,10.05697702,3.331486333,1.419478883,2
25,40.13710163,10.89769548,5.809733117,3.387277267,1.91695785,18.94236478,6.844105683,3.795114133,3.7136045,2.4448235,14.17165055,5.253842267,2.977612933,2.577407733,1.4155568,0.1364441,0.1191598,0.1080331,0.131105267,0.11385655,45.7090116,12.71035907,7.439096833,3.77491925,2.1250621,1
26,15.33382261,2.941007138,0.89211155,0.367969388,0.221601188,2.09129795,1.124268013,0.569337375,0.4111452,0.252103338,3.080351475,2.01355395,0.690399663,0.307834613,0.201509463,0.032419613,0.0912261,0.067982188,0.074239013,0.04585965,11.09478061,2.551782213,0.930984538,0.449549925,0.271068763,3
26,21.06749995,2.686866781,0.873616589,0.464056671,0.293465877,4.922309548,1.073506959,0.751219548,0.385215836,0.250734644,1.891028918,1.276311904,0.69338474,0.331481151,0.19287737,0.044432219,0.050121904,0.012464055,0.014854178,0.020379493,12.88579511,2.580035411,1.071568699,0.648742151,0.300767219,2
26,16.06079725,2.355633397,1.302401529,0.575536176,0.288536382,1.801541294,0.623047735,0.544979206,0.346138368,0.239279015,2.152430059,0.972703691,0.601889324,0.357736412,0.216084647,0.036545662,0.014696529,0.00979275,0.007508985,0.00612525,11.80732603,2.346699618,1.254575103,0.782198985,0.367464279,1
27,8.545819267,11.34142098,11.58329478,10.6806873,10.5687391,8.1365391,10.28716947,9.074256817,10.57754975,11.42979983,8.100157167,11.45359387,10.23726792,9.00618075,10.14756188,0.09695765,0.1281917,0.120787083,0.105304267,0.11240455,8.611619633,11.23583485,10.69593063,9.587530367,10.46920177,3
27,33.50751968,7.996723433,4.4806905,5.926003883,7.325459417,3.86104675,4.483894483,2.777340067,4.7257346,6.460914517,6.1073495,5.278480617,3.056382217,4.139938617,5.7877954,0.158840183,0.137357033,0.126201883,0.121556733,0.1128963,19.92103373,6.865267717,3.9126593,5.1027163,6.546921867,2
27,19.1583804,9.10238185,6.089547517,6.752249033,7.2651121,4.416818233,6.31107955,4.37009445,6.11213825,6.614107367,4.460322233,6.107168667,4.2262594,5.18491955,5.737679417,0.111780383,0.088786033,0.12764375,0.06484945,0.063269767,12.34189097,8.620211583,5.417151667,6.077725083,6.4549902,1
28,39.99396152,6.372578861,2.981910114,3.574808038,3.129417367,23.73626186,4.559863861,5.270937924,8.160799152,11.34247487,10.28165299,2.498541468,2.234533089,3.111829987,2.697187595,0.10742438,0.097538671,0.100221253,0.090913139,0.084161101,32.66337994,4.766602278,2.519213899,3.502337,3.090621443,3
28,15.19462177,4.004427203,1.480648594,0.622670942,0.452077087,11.73324491,2.91243358,1.780392478,2.458953913,1.873960986,3.062144884,1.198047594,0.703642739,0.592728884,0.396857971,0.14623313,0.202185667,0.155910116,0.130040333,0.15551258,13.21519646,3.930946754,1.522309783,0.691038159,0.519953783,2
28,23.73180346,4.793046471,1.965179029,1.091993235,1.040639132,10.02318526,2.474652191,2.167313309,2.137461265,1.726311824,4.040047647,1.50833625,1.241217588,1.067543382,0.888011485,0.078163912,0.147082926,0.100676132,0.11699375,0.093972426,22.25164838,4.135905132,2.135154162,1.253181162,1.031292809,1
29,15.56897866,4.851856697,1.988648684,0.885303803,0.337784763,16.10919062,3.574371158,1.726381592,0.597590684,0.262728711,7.246858408,7.664271961,2.218974487,1.008576842,0.292712158,0.132316013,0.083965355,0.075801066,0.100488,0.084451434,17.24450033,5.307656395,1.832750276,1.000191618,0.37302325,3
29,8.303506617,3.54515865,1.50517895,0.74650925,0.43882165,6.636805133,2.664071617,0.933286567,0.529588783,0.2621691,7.875343117,6.125837833,1.82028695,1.016023167,0.361402917,0.177846367,0.144389333,0.133915,0.159741933,0.175675467,10.20296733,4.07969715,1.6543888,0.802832683,0.3957094,2
29,5.248354952,2.463138079,1.327777254,0.845285349,0.388568349,2.282700317,1.219338889,0.643025825,0.595898619,0.343356762,2.361313571,2.703054825,1.394282619,0.750474714,0.335105952,0.056366016,0.051708302,0.067856444,0.050000476,0.056326571,4.925789317,2.401150778,1.749630048,0.884078825,0.387429476,1
30,3.593843761,2.191309972,1.181954634,0.553037,0.527369,2.621555789,1.430328099,0.946157775,0.806400549,0.639046465,14.14184786,11.13593334,3.550304085,1.198887944,0.494200338,0.036513746,0.016935127,0.012823845,0.019278282,0.012292155,3.291144493,2.110281099,1.332790254,0.721232944,0.57684693,3
30,29.95830383,7.26624087,0.995311896,0.528949494,0.356026935,6.152853844,2.372535675,1.865245675,1.186990818,0.925239584,269.2339145,166.3448124,23.47878438,14.90946627,15.56132027,0.026412727,0.020293896,0.009839221,0.007691792,0.019044623,62.81400461,40.60711643,8.278834753,1.381468273,1.166032325,2
30,3.903365846,1.759109077,0.816729015,0.484516138,0.432907877,5.316067046,1.882611846,1.106671708,0.957308862,0.728832738,15.30595703,7.383626062,7.216755954,35.098009,22.06368295,0.011003569,0.014136877,0.028647015,0.014428569,0.024785923,3.381276062,2.147480569,1.114167123,0.626114138,0.443479862,1
31,42.95674386,4.839402725,1.440763551,0.891039362,0.652889986,14.1544847,4.548767203,2.494946275,2.743416087,2.323029493,5.378593565,1.60999758,0.957348101,0.656818551,0.43748958,0.034651884,0.039604551,0.018312507,0.031166754,0.028348101,25.63462316,4.125781348,1.59909029,1.224466522,0.649872145,3
31,65.55758937,8.492640368,2.254260574,1.131941074,0.534528456,24.03183687,5.985827103,3.0330975,3.159115485,2.521396868,14.02802982,2.949333074,1.009465618,0.755686,0.344988515,0.169447324,0.131182353,0.097073,0.087929397,0.095347574,52.52846374,6.886972794,2.473988059,1.238828956,0.573754338,2
31,7.998155088,3.232450397,1.300993176,0.836328765,0.515573382,4.425599441,2.575856647,2.805029765,2.976292029,2.49165275,1.771333206,1.030245324,0.922051353,0.537272015,0.400053882,0.287551926,0.319771162,0.285127779,0.198133838,0.259494632,6.168914765,3.079949735,1.236351015,0.926477206,0.504873794,1
43,9.464134739,3.731312986,3.204323116,1.278836667,0.611341449,2.373300739,0.829451449,1.062918145,0.47477642,0.283670188,20.81006429,11.18422299,3.974210638,1.506570232,0.667889348,0.03469242,0.016744565,0.005692855,0.00912887,0.009240667,8.301332928,4.188073522,3.422699261,1.464358507,0.616662812,3
43,18.8834808,5.0137585,2.976583357,1.325558386,0.689632143,4.4887385,1.519060957,1.259954686,0.611331629,0.3705331,9.935175314,4.476231729,1.851365271,1.078621043,0.466371214,0.032148271,0.0091529,0.005902586,0.0027457,0.005239343,14.85187407,6.177474871,3.232205257,1.424398486,0.786279171,2
43,30.56029886,6.547061099,3.350562408,1.61541,0.754473535,8.164445634,1.785330451,1.237850338,0.644549352,0.373782324,9.874847718,3.437987465,1.613049408,0.79719307,0.453281451,0.03946538,0.020718085,0.010823718,0.011740634,0.015870239,27.46349828,6.152878155,3.651318775,1.775647155,0.824953704,1
44,66.32673409,16.2298711,7.913699971,2.346362,0.725150449,30.72182865,7.753047246,3.661773304,1.170549188,0.911955681,1.339997783,0.643934043,0.380728333,0.400839145,0.365492507,0.03056058,0.026682087,0.024528855,0.028215014,0.029064159,66.79293765,17.7072367,8.508944246,2.678773536,0.874516928,3
44,807.0944799,133.5676889,34.82691936,6.409092362,1.472740304,422.6051261,72.86246817,17.43386787,3.504968725,1.391123971,0.942384536,0.620787304,0.495129377,0.386925043,0.360310348,0.04771758,0.037925928,0.04538587,0.040505638,0.033260768,806.7242694,136.1071537,38.76332462,7.152801768,1.466678014,2
44,77.45290662,12.16879326,6.888329841,2.402172855,0.685892957,39.73714739,10.83621364,5.183111565,2.48036529,1.794555493,0.810067536,0.540350188,0.585572072,0.398570377,0.452687261,0.055097449,0.046290319,0.020345319,0.017348986,0.042081681,73.75139472,12.37924975,6.033016478,2.535254899,0.801260942,1
45,42.61372461,7.599211581,2.172706162,0.970037959,0.762117932,120.856868,90.76203841,50.80193435,43.53493919,88.65942241,17.02915759,5.5600985,3.700347365,1.678813595,0.984442541,0.020465135,0.003802054,0.005522,0.000675716,0.002271027,26.18622015,4.345488905,1.957523122,0.990974446,0.818684014,3
45,158.134541,16.6989423,4.366248746,2.268011803,1.377676944,185.9806713,96.8331887,65.08317093,51.45355718,84.29239925,45.35009104,15.84950608,11.18725628,3.924693732,1.913128113,7.825226437,2.00035569,0.724627845,0.494753183,0.270745268,108.060067,13.48646379,4.087215,2.248219014,1.465819718,2
45,138.0619526,17.72632239,3.030972304,0.901171072,0.590555391,208.9118901,122.3966844,57.05385732,49.7358948,108.6835161,6.612365058,3.966891493,2.492098377,1.256843797,0.720799565,0.042720507,0.018774841,0.00748958,0.00511029,0.006671043,71.54930588,11.99946059,2.741619826,0.846062826,0.668004609,1
46,48.24473706,9.280203761,8.207520662,4.361940648,2.317145972,2.916564915,2.193079789,2.071684141,2.016278606,1.20114331,9.653932606,6.004880352,6.219767958,3.893329085,2.177088437,0.003656451,0.001578944,0.000739366,0.000854803,0.000749493,22.1485799,8.380016451,6.943182704,3.760921789,2.097268141,3
46,24.55663115,5.79172131,2.934284183,1.921783183,1.096891423,1.764950352,0.925066056,1.245955873,1.248570592,1.001595507,6.76950338,3.183518169,2.290415479,1.637621817,0.888650817,0.016971803,0.00655593,0.006975408,0.004148211,0.007924577,11.08987338,3.916406831,2.824727859,1.73997331,1.033346465,2
46,84.2093089,29.56735763,25.41879572,14.73585415,8.9211165,23.08804253,10.97233594,9.729435559,6.706730353,4.577080029,61.2952815,28.07219128,24.38974329,15.5082231,9.084429985,0.033031632,0.023335456,0.022191103,0.018694691,0.024552691,72.21617481,31.45039032,24.44324363,15.24361253,9.079413368,1
47,68.78351107,28.00064211,5.847890566,2.067765796,0.952126566,10.72109643,3.680202531,1.958980115,1.08351615,0.833078717,7.234971504,3.314697805,2.118767805,1.111126779,0.561672867,0.114932478,0.139479761,0.154725717,0.171707894,0.11396992,78.32394627,22.74101812,5.228837558,1.821893381,0.99863131,3
47,15.24208437,4.563503915,1.853775404,0.947048532,0.426011915,3.732509287,1.241428798,0.841504649,0.495323755,0.365444479,2.607741277,1.851000106,1.063583649,0.565323457,0.412836553,0.326174191,0.344496277,0.27074367,0.327206596,0.280830872,11.47050172,4.309914074,1.947470255,1.127107011,0.544300681,2
47,24.83242868,4.191875974,2.008373031,1.033440302,0.491304057,2.441427422,1.299775755,0.873486651,0.623661214,0.43466949,16.89261641,5.860644135,2.849366302,1.155844641,0.527518911,0.171878115,0.146144932,0.111873516,0.12971587,0.138387052,16.86364954,3.838499057,2.317220641,1.179366938,0.540583573,1
48,48.12082806,7.43678158,2.904055536,1.327937348,0.771596841,18.36301222,28.42563786,55.06998558,89.95692128,246.0182181,2.234054333,1.273500696,0.755179812,0.606316783,0.444689667,0.057172101,0.044097754,0.033966348,0.022488159,0.029930812,18.70530825,4.80894742,2.196323826,1.487906275,0.832225783,3
48,32.90377997,4.019488257,1.993271171,1.154192471,0.697094429,26.56517017,43.49676906,59.48055727,91.94863276,195.3492959,2.004537886,1.108833757,0.981853857,0.615138914,0.401591814,0.063163443,0.018887957,0.0203265,0.016553814,0.018747357,18.56663059,3.021182029,2.035276329,1.150730743,0.665359986,2
48,58.77593475,9.745218313,2.444572164,1.531089328,0.816691343,15.49023555,31.03724337,50.861657,87.83738191,270.5205881,1.496870075,0.940457403,0.985261761,0.680511194,0.470003403,0.031904896,0.030807776,0.023285194,0.060918403,0.048797493,40.88055336,6.967972925,1.918484791,1.488176731,0.793778522,1
49,101.4542942,18.51842572,16.43126915,9.065229382,15.83944397,29.98961088,6.635175353,4.546786059,9.083168941,21.81861757,44.08640257,9.505773191,10.54670235,7.012777265,12.66413704,0.073533985,0.039230794,0.031423294,0.027550985,0.044738868,100.4899016,19.9092959,18.62597678,9.278161838,16.27373397,3
49,52.11385074,11.52164782,19.96844185,7.938622292,25.14275047,4.581312431,2.575278528,3.826514583,5.981308889,32.10401125,6.803258278,4.194985514,16.86545603,6.437591306,21.98627254,0.063645778,0.044286694,0.038991597,0.042417153,0.036694278,37.94820449,10.18966533,26.10136046,8.463656264,26.79900913,2
49,66.52006032,28.58922256,27.81359056,9.850042024,21.03503652,19.86505557,7.821786214,6.240079429,7.417245095,25.68087531,110.127606,14.2215189,15.52674488,6.847452905,16.67712846,0.005434798,0.012440821,0.006144595,0.002737155,0.00719931,62.04981842,28.91857674,33.39521075,10.41959979,22.01293585,1
50,34.26111737,10.78133718,2.257765838,0.885824147,0.497831779,13.17886826,6.800165853,1.977339603,0.853133221,0.923560132,20.99941056,8.936771632,1.7704885,0.8653625,0.390390824,0.015078265,0.020601279,0.027012735,0.005256191,0.013382441,26.20076566,10.81387135,2.291143294,0.936928603,0.428264985,3
50,84.12581039,16.46030181,3.424996316,1.375457646,0.76609938,40.69367443,14.31304248,2.829898481,1.334110595,1.145360405,70.85358441,19.25071733,2.788869051,1.418773975,0.633158937,0.037182392,0.037474253,0.033034949,0.02121719,0.038292608,80.19737047,16.43650284,3.294643848,1.588477291,0.699910443,2
50,106.2028822,28.43521131,5.926155094,1.386878063,0.87744574,46.01415525,14.00997341,4.009323385,1.506501646,1.189253938,104.4615909,32.88280107,5.938946354,1.25244851,0.786400438,0.095075938,0.051790427,0.041859667,0.051897344,0.055348052,101.9093327,30.26006478,6.134736177,1.512342188,0.875263823,1
51,5.665355529,1.734584043,1.069218171,0.727669743,0.532586829,3.653151257,1.5909043,1.090590371,0.887049971,0.873253386,3.905693586,1.372925943,0.932179529,0.660743714,0.382583114,0.0580037,0.0505313,0.056864471,0.046144543,0.0509866,6.121049486,2.388306829,1.474215057,0.818382486,0.474994586,3
51,4.1200319,1.905369188,1.286012713,0.876847388,0.563804488,34.55112399,2.298045525,1.175093675,1.0942716,1.321800588,5.314240813,2.243850875,1.111294638,0.66387085,0.478980413,0.29171165,0.135814963,0.100700725,0.060440938,0.10339165,4.1874819,2.073650025,1.22991545,0.779339213,0.5572857,2
51,5.104944086,1.3792501,1.234319171,0.747425643,0.605264471,4.911510314,2.139423671,1.775681943,1.063283043,1.317372771,8.6754442,2.050318629,1.3143296,0.736829,0.648249371,0.090447886,0.069052086,0.036592543,0.036527171,0.060523771,7.4513852,2.371816343,1.3137008,0.6487074,0.608825986,1
52,4.89256579,1.737896198,0.949959704,0.39249937,11.07406538,1.665384309,1.637976593,4.913519963,4.06069879,7.483499728,1.46640737,1.001805494,0.566376938,0.311064049,0.149733889,0.078457284,0.097255975,0.056702395,0.09544137,58.50050662,7.027330346,3.036476333,1.353480753,0.598143901,3,3
52,129.0998226,14.6175407,4.199469432,1.255707203,0.822357905,26.13325001,7.573192851,3.686911554,3.579438041,3.164116135,20.44664378,5.971347014,2.488380081,1.009927068,0.673270865,0.171831689,0.139386838,0.100340311,0.104973392,0.120439797,109.5520555,11.97270139,4.01847473,1.329361054,0.977890851,2
52,34.62139466,5.735807337,1.577821141,0.850164478,0.357559924,4.943284674,2.110997043,1.962585772,4.599720467,3.810113837,4.937508989,2.30752988,0.798554174,0.638794696,0.304250989,0.08818238,0.045188707,0.035387891,0.061646913,0.067925348,37.31339513,5.859525859,1.711735739,0.950207457,0.529631761,1
32,14.21843868,5.479435462,3.895915013,2.861938654,2.910395846,14.42544851,4.209839256,3.313418885,3.810939526,4.009282718,8.481783115,3.298023756,3.486065628,2.699175321,2.909084462,0.066040846,0.041210628,0.031513038,0.049545308,0.035794244,11.31362446,4.835165564,4.440778628,2.737831449,3.223489218,1
32,10.99120719,2.434170068,2.987387452,2.616594521,3.061935438,7.389041164,1.635578178,2.954945863,3.254744027,3.383077877,3.547255452,1.677223301,2.765294534,2.32673011,2.850725342,0.012671699,0.012024521,0.015377932,0.014263521,0.010050507,6.91923363,2.406541041,2.95311011,2.637144986,3.012018027,2
32,24.58298109,3.660500841,3.396162268,2.681419683,2.714642878,4.992035817,1.617635256,2.683591122,3.390567939,3.146087098,5.467624744,2.318771146,3.059533902,2.290268854,2.520192171,0.005833683,0.002568549,0.003037732,0.001098488,0.002000061,14.79560335,3.623353976,3.625310512,2.647499183,2.660187585,3
33,78.20177877,11.71599344,7.017431963,4.764876606,4.369907064,342.1491204,191.1961967,393.9695845,586.0952455,905.4919679,6.963115798,4.261143119,3.282636193,3.488961651,2.789278697,0.63944678,0.121159927,0.046072495,0.044852798,0.181806936,26.36793828,7.549859945,3.837805229,4.310046,3.174300743,1
33,19.18093833,4.853034286,2.668665536,2.702876964,2.42147681,226.7759306,89.52824439,119.9935866,294.9785934,294.045811,3.910817429,3.99420269,1.907294881,2.199288988,2.186606274,0.049068393,0.04091275,0.017297952,0.01299144,0.027378119,13.26429195,4.994535214,2.757684607,2.921786333,2.520308536,2
33,13.13614634,7.556143698,2.808715395,2.91502543,2.521598081,33.72961897,11.44388215,16.1057481,373.4821742,12.39238455,6.5537425,19.26581662,2.491436093,2.59292243,2.393607244,0.029614767,0.049211709,0.022159767,0.032196523,0.019296733,46.39697602,18.24254419,7.988890779,4.417102605,3.304839395,3
34,53.15185169,9.927299495,3.554431131,1.983736687,1.339182131,23.03662372,5.260998859,2.173542697,1.563474737,1.544509162,6.374260596,4.283498071,3.164693808,1.455291111,1.184635909,0.022308788,0.006863364,0.003640202,0.002402788,0.002677798,26.72171,7.11917101,3.54254298,1.848430162,1.295459879,1
34,1704.002068,907.8897734,227.1433712,63.87733618,61.2279082,1573.424126,839.0829201,205.0111656,60.16315018,62.19136564,1657.034951,913.1429588,227.2431229,64.82496204,62.76301544,1588.881605,594.4863982,286.8062344,116.7480346,31.54294156,1659.497113,913.4244027,237.4187864,68.95020109,58.23916949,2
34,40.44242858,7.438478318,3.381321282,1.514301282,1.4312252,1.791184294,1.752551965,1.5260706,1.104492224,1.667981471,5.163834671,4.045553882,2.778521012,1.239064659,1.1998556,0.001173541,0.000450941,0.000219435,0.000152894,8.42E-05,37.28325953,7.671520176,3.574858682,1.565255682,1.271595624,3
35,5.635344929,2.673355843,1.446377043,0.490637243,0.260783086,2.518595257,1.450592114,1.1832585,0.984108043,0.606252971,1.891660914,0.732699171,0.590763186,0.3953654,0.214854371,0.406103629,0.422491329,0.304748571,0.2856014,0.230876814,3.9517158,2.5850461,1.410691,0.570324486,0.375544386,1
35,22.00728349,3.685801514,1.464924657,0.892949514,0.309178186,62.31698767,19.58374127,7.5763675,3.357326271,1.177462914,3.466903743,1.174857243,0.572981357,0.4869812,0.290702743,0.135738957,0.150163257,0.108854871,0.0802696,0.091835671,15.14352361,3.564039714,1.538650014,0.780014429,0.3333084,2
35,28.5869934,3.361806183,1.47924911,0.597085049,0.248811146,3.656789146,2.149807378,1.373697963,1.152699256,0.699826451,2.566132671,0.984916878,0.454342049,0.36137461,0.259814732,0.194184049,0.162643793,0.187594854,0.130545902,0.217560134,24.1063404,2.553444866,1.359782232,0.763686585,0.297298585,3
36,26.07389809,7.131011738,2.519035563,1.189333013,0.627681138,7.13031035,2.219743463,1.0084207,0.828838488,0.618750738,184.5562043,62.70957475,23.73793806,10.34569503,3.180644438,0.029011413,0.024270188,0.018779513,0.0129796,0.021082,22.80302015,8.355273375,2.80603065,1.505846575,0.6950507,1
36,15.57269157,4.765554797,1.545162532,1.058851924,0.426659342,3.208253063,1.776506354,0.603406785,0.615745266,0.447222785,62.73563373,101.490574,52.99267619,20.47254462,33.19646589,0.021307013,0.030096241,0.012410253,0.008089101,0.007255962,19.90064056,6.094232937,2.220628671,1.463184468,0.557441734,2
36,10.20965205,4.764875075,2.245338775,0.881588088,0.380471238,2.005000588,1.443721075,0.664654525,0.553030138,0.449109825,49.49793866,16.38345686,5.180811325,1.40834575,0.758830275,0.073789663,0.0675586,0.091451563,0.064890025,0.066058563,12.06595033,5.796757763,2.187469725,0.949454763,0.43678295,3
37,21.52644998,5.834364246,2.16756823,1.999161066,1.458751033,3.293300164,2.272171328,2.182402262,2.193070967,1.797831426,0.373270377,0.367147508,0.50859618,0.294447934,0.327270098,0,0,0,0,0,18.39821869,6.403064328,2.467946934,1.932640492,1.369279754,1
37,9.485151619,5.579249333,2.529690127,2.069005905,1.818755143,2.553987556,2.300575444,2.664665365,2.234400159,2.390773175,0.37312581,0.409982,0.497860921,0.420614032,0.329431762,7.07E-05,0.000104381,9.44E-05,2.97E-05,7.30E-05,7.551717714,4.989528413,2.27416873,1.828630921,1.755998016,2
37,7.550593841,3.055853754,2.578588,2.241863812,1.641074768,4.599951319,1.707925768,2.20911258,2.679925014,2.115769725,0.514914522,0.317076725,0.377434188,0.309085217,0.28977258,0.000501812,0.000303217,0.000163754,8.22E-05,3.26E-05,8.398548652,3.260108116,2.827536464,2.23360687,1.654492348,3
